Rank,CreatorName,Description,CreatorSite,PatreonSite,Instagram,Facebook,Twitter,YouTube,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
816,Sugarboy,Sugarboy is creating Furry and Fictional Illustrations and Streams (leprechaun),https://graphtreon.com/creator/leprechaun,https://www.patreon.com/leprechaun,0,0,0,0,21,$56 per month,$2.67 per month,1881,14-Aug
817,Larry Dale,Larry Dale is creating Memes/Artwork (amwolfofwisdom),https://graphtreon.com/creator/amwolfofwisdom,https://www.patreon.com/amwolfofwisdom,0,0,0,0,21,$52 per month,$2.47 per month,251,19-Jan
818,Mariana Avila,Mariana Avila is creating illustrations (marianaavilal),https://graphtreon.com/creator/marianaavilal,https://www.patreon.com/marianaavilal,0,0,https://twitter.com/marianaavilal,0,21,,,505,18-May
819,Kuttoyaki,Kuttoyaki is creating Furry Illustrations (Kuttoyaki),https://graphtreon.com/creator/Kuttoyaki,https://www.patreon.com/Kuttoyaki,0,0,https://twitter.com/Kuttoyaki,0,21,,,769,17-Aug
820,LoreSmyth,LoreSmyth is creating a fantasy roleplaying campaign setting (savagedawn),https://graphtreon.com/creator/savagedawn,https://www.patreon.com/savagedawn,0,0,https://twitter.com/loresmyth,https://www.youtube.com/watch?v=paR9DbL21Zk,21,$72 per month,$3.41 per month,602,18-Feb
821,Laskull,"Laskull is creating illustration, graphic art and more (laskull)",https://graphtreon.com/creator/laskull,https://www.patreon.com/laskull,0,0,https://twitter.com/laskullart,0,21,$30 per month,$1.43 per month,569,18-Mar
822,Broc Sewell,"Broc Sewell is creating an epic adventure brimming with prophecy, pirates and parkour. (legendsofsora)",https://graphtreon.com/creator/legendsofsora,https://www.patreon.com/legendsofsora,0,0,https://twitter.com/brocsewell,0,21,$131 per month,$6.23 per month,749,17-Sep
823,stevieraedrawn,stevieraedrawn is creating illustrations & short stories about Weatherwax Coven (stevieraedrawn),https://graphtreon.com/creator/stevieraedrawn,https://www.patreon.com/stevieraedrawn,https://www.instagram.com/stevieraedrawn,0,https://twitter.com/stevieraedrawn,0,21,$87 per month,$4.16 per month,554,18-Mar
824,midorynn,midorynn is creating Animations and Illustrations (midorynn),https://graphtreon.com/creator/midorynn,https://www.patreon.com/midorynn,0,0,https://twitter.com/rynn_apple,0,21,$161 per month,$7.69 per month,751,17-Sep
825,nyanafk,nyanafk is creating artwork (NyanAFK),https://graphtreon.com/creator/NyanAFK,https://www.patreon.com/NyanAFK,0,0,https://twitter.com/nyanafk,https://www.youtube.com/nyanafk,21,,,930,17-Mar
826,Milan Dufek,Milan Dufek is creating - Painting miniatures - A touch of history (milandufek),https://graphtreon.com/creator/milandufek,https://www.patreon.com/milandufek,0,0,0,https://www.youtube.com/channel/UCXL1lkJ7HhgMJBAqhJCQPkg,21,$89 per creation,$4.24 per creation,856,17-May
827,Scott Connors,Scott Connors is creating The Necromancer's Song: A Critical Biography of Clark Ashton Smi (scottconnors),https://graphtreon.com/creator/scottconnors,https://www.patreon.com/scottconnors,0,0,0,0,21,$156 per month,$7.44 per month,520,18-Apr
828,Taux,Taux is creating Artwork! (Taux),https://graphtreon.com/creator/Taux,https://www.patreon.com/Taux,0,0,https://twitter.com/Tauxfox,0,21,$117 per creation,$5.57 per creation,619,18-Jan
829,Zen Senpaii,"Zen Senpaii is creating Anime NUDE, NSFW Illustrations (ZenSenpaii)",https://graphtreon.com/creator/ZenSenpaii,https://www.patreon.com/ZenSenpaii,0,0,https://twitter.com/ZenSenpaii,0,21,,,1151,16-Aug
830,Grunnet and Grumble,Grunnet and Grumble is creating The Fantasy Food Journal: Illustrations and RPG content (TheFantasyFoodJournal),https://graphtreon.com/creator/TheFantasyFoodJournal,https://www.patreon.com/TheFantasyFoodJournal,0,0,https://twitter.com/SophieGrunnet,0,21,,,586,18-Feb
831,InsideOut Studio,InsideOut Studio is creating Opportunities for Artists with Special Needs (InsideOutStudio),https://graphtreon.com/creator/InsideOutStudio,https://www.patreon.com/InsideOutStudio,0,0,0,0,21,,,485,18-Jun
832,RaneBo Warrior,"RaneBo Warrior is creating drawings, paintings and their process (RaneBoWarrior)",https://graphtreon.com/creator/RaneBoWarrior,https://www.patreon.com/RaneBoWarrior,0,0,0,0,21,,,488,18-Jun
833,Mecabricks,Mecabricks is creating a Digital LEGO Platform (mecabricks),https://graphtreon.com/creator/mecabricks,https://www.patreon.com/mecabricks,0,0,https://twitter.com/Mecabricks,https://www.youtube.com/Mecabricks,21,$269 per month,$12.81 per month,610,18-Jan
834,Helene Boppert,Helene Boppert is creating watercolor illustration & fanart (HeleneBoppert),https://graphtreon.com/creator/HeleneBoppert,https://www.patreon.com/HeleneBoppert,0,0,0,0,21,,,1120,16-Sep
835,Muriel Fahrion,Muriel Fahrion is creating Art and Illustrations Whimsical & Imaginative (outtathinair),https://graphtreon.com/creator/outtathinair,https://www.patreon.com/outtathinair,https://www.instagram.com/outtathinairstudio,https://www.facebook.com/outtathinairstudio/,0,0,21,$90 per month,$4.30 per month,233,19-Feb
836,Thunder Cloud,Thunder Cloud is creating Art (Thundercloud),https://graphtreon.com/creator/Thundercloud,https://www.patreon.com/Thundercloud,0,0,0,0,21,$621 per month,$29.57 per month,573,18-Mar
837,Gracie Klumpp,Gracie Klumpp is creating story-steeped Illustrations (gracieklumpp),https://graphtreon.com/creator/gracieklumpp,https://www.patreon.com/gracieklumpp,0,0,0,https://www.youtube.com/channel/UCIRf0UZqijLmHGq2TEHE3tw,21,$162 per month,$7.71 per month,558,18-Mar
838,Dliok,Dliok is creating Illustrations (Dliok),https://graphtreon.com/creator/Dliok,https://www.patreon.com/Dliok,0,0,0,0,21,,,444,18-Jul
839,Ben Claassen III,"Ben Claassen III is creating Comics, Illustrations, & Paintings (dirtfarm)",https://graphtreon.com/creator/dirtfarm,https://www.patreon.com/dirtfarm,0,0,https://twitter.com/dirtfarm,https://www.youtube.com/bendependent,21,$150 per month,$7.13 per month,744,17-Sep
840,Marc Ngui,Marc Ngui is creating diagrams & drawings for A Thousand Plateaus (drawingathousandplateaus),https://graphtreon.com/creator/drawingathousandplateaus,https://www.patreon.com/drawingathousandplateaus,0,0,https://twitter.com/Marc,0,21,,,1469,15-Sep
841,Evocait,Evocait is creating character art and creator resources (evocaitart),https://graphtreon.com/creator/evocaitart,https://www.patreon.com/evocaitart,https://www.instagram.com/evocaitart,0,0,0,20,$149 per month,$7.46 per month,198,19-Mar
842,Gabe Leonard,"Gabe Leonard is creating oil paintings, drawings and tutorials  (gabeleonardart)",https://graphtreon.com/creator/gabeleonardart,https://www.patreon.com/gabeleonardart,0,0,https://twitter.com/gabeleonardart,https://www.youtube.com/gabeleonardart,20,,,471,18-Jun
843,Doodlesndrips,Doodlesndrips is creating Creatures & stuff (doodlesndrips),https://graphtreon.com/creator/doodlesndrips,https://www.patreon.com/doodlesndrips,https://www.instagram.com/doodlesndrips,https://www.facebook.com/Doodlesndrips-1560281717582517/,https://twitter.com/doodlesndrips,https://www.youtube.com/channel/UCAHPMVLD3WgUZUzkJh5UoiQ,20,,,591,18-Feb
844,FudgeX02,FudgeX02 is creating Anime Bodybuilder Art (FudgeX02),https://graphtreon.com/creator/FudgeX02,https://www.patreon.com/FudgeX02,0,0,0,0,20,,,1629,15-Apr
845,megdoesart,megdoesart is creating illustration and fan art (megdoesart),https://graphtreon.com/creator/megdoesart,https://www.patreon.com/megdoesart,0,0,0,0,20,,,422,18-Aug
846,XIZETA,XIZETA is creating art (xizeta),https://graphtreon.com/creator/xizeta,https://www.patreon.com/xizeta,0,0,https://twitter.com/Xizeta_,0,20,$19 per month,$0.94 per month,818,17-Jul
847,Riley 'Mythimorph',Riley 'Mythimorph' is creating Creature Costumes & Illustrations (Mythimorph),https://graphtreon.com/creator/Mythimorph,https://www.patreon.com/Mythimorph,https://www.instagram.com/mythimorph,https://www.facebook.com/Mythimorph/,0,0,20,$107 per month,$5.35 per month,1999,14-Apr
848,Nemo Hana,Nemo Hana is creating Weird Furry Art (ItsNemo),https://graphtreon.com/creator/ItsNemo,https://www.patreon.com/ItsNemo,0,0,https://twitter.com/tbpnemo,0,20,$311 per month,$15.56 per month,1505,15-Aug
849,ImpendingDuff,ImpendingDuff is creating Miniature War Gaming and Terrain Painting (ImpendingDuff40k),https://graphtreon.com/creator/ImpendingDuff40k,https://www.patreon.com/ImpendingDuff40k,https://www.instagram.com/impendingduff40k,0,0,0,20,,,156,19-Apr
850,Truffles,Truffles is creating some good shit!!!! (Truffles),https://graphtreon.com/creator/Truffles,https://www.patreon.com/Truffles,0,0,0,0,20,$97 per month,$4.86 per month,517,18-May
851,Ethan M. Aldridge,"Ethan M. Aldridge is creating Illustrations, Comics and Fantastical Stories (ethanaldridge)",https://graphtreon.com/creator/ethanaldridge,https://www.patreon.com/ethanaldridge,https://www.instagram.com/ethanmaldridge,0,https://twitter.com/EthanMAldridge,0,20,,,1465,15-Sep
852,TambriArt,"TambriArt is creating digital art, doodles and smiles! (tambriart)",https://graphtreon.com/creator/tambriart,https://www.patreon.com/tambriart,https://www.instagram.com/tambriart,0,https://twitter.com/tambriart,https://www.youtube.com/channel/UCB0xHMIDorB4qTEWg29D70w,20,,,1348,16-Jan
853,Tanks Encyclopedia,Tanks Encyclopedia is creating Historical Tank Articles and Illustrations (tankartfund),https://graphtreon.com/creator/tankartfund,https://www.patreon.com/tankartfund,0,0,https://twitter.com/tanksenc,0,20,$130 per month,$6.48 per month,528,18-Apr
854,Ally Burke,Ally Burke is creating some art (allyburke),https://graphtreon.com/creator/allyburke,https://www.patreon.com/allyburke,0,0,https://twitter.com/deadspiderhands,0,20,$171 per month,$8.55 per month,633,18-Jan
855,Enmanuel Martinez Lema,"Enmanuel Martinez Lema is creating Illustrations, landscapes, fantasy, sci-fi, monsters, stockart  (gmlemas)",https://graphtreon.com/creator/gmlemas,https://www.patreon.com/gmlemas,0,0,0,0,20,$270 per month,$13.51 per month,1721,15-Jan
856,Elmenel,Elmenel is creating ART & THE FIRST BOOKS IN ELVEN LETTERS (Elmenel),https://graphtreon.com/creator/Elmenel,https://www.patreon.com/Elmenel,0,0,0,0,20,$366 per month,$18.32 per month,1566,15-Jun
857,SD Whitefeather,"SD Whitefeather is creating ramblings and painting with words, otherwise known as books (SDWhitefeather)",https://graphtreon.com/creator/SDWhitefeather,https://www.patreon.com/SDWhitefeather,https://www.instagram.com/sdwhitefeather,https://www.facebook.com/SDWhitefeather/,0,0,20,,,272,19-Jan
858,ezerd,"ezerd is creating happiness - with robots...and much, much more! (ezerd)",https://graphtreon.com/creator/ezerd,https://www.patreon.com/ezerd,0,0,https://twitter.com/ezerd,0,20,$150 per month,$7.52 per month,1157,16-Aug
859,Vera Rehaag,Vera Rehaag is creating illustrations and character design. (verarehaagart),https://graphtreon.com/creator/verarehaagart,https://www.patreon.com/verarehaagart,https://www.instagram.com/verasartblog,0,0,0,20,$126 per month,$6.29 per month,159,19-Apr
860,Sarah Atlee,"Sarah Atlee is creating Art: Quilts, Collage, Painting (SarahAtlee)",https://graphtreon.com/creator/SarahAtlee,https://www.patreon.com/SarahAtlee,https://www.instagram.com/sarahatlee,0,0,0,20,$285 per month,$14.26 per month,1312,16-Feb
861,Alex Boake,"Alex Boake is creating Illustrations, Character Art, D&D Items (alexboakeillo)",https://graphtreon.com/creator/alexboakeillo,https://www.patreon.com/alexboakeillo,https://www.instagram.com/scapegoated,0,https://twitter.com/alexboakeillo,0,20,$289 per month,$14.46 per month,325,18-Nov
862,Mariá Raposa Branca,Mariá Raposa Branca is creating art & more! (raposabranca),https://graphtreon.com/creator/raposabranca,https://www.patreon.com/raposabranca,0,0,0,0,20,$101 per month,$5.07 per month,1228,16-May
863,crystal moody,crystal moody is creating dead artist society (deadartistsociety),https://graphtreon.com/creator/deadartistsociety,https://www.patreon.com/deadartistsociety,https://www.instagram.com/crystalmoody,0,0,0,20,,,640,17-Dec
864,LunaArtGallery,"LunaArtGallery is creating Animations, Comics and Artwork (lunaartgallery)",https://graphtreon.com/creator/lunaartgallery,https://www.patreon.com/lunaartgallery,https://www.instagram.com/lunaartgallerys,0,0,0,20,,,1576,15-Jun
865,Siberio Bear,Siberio Bear is creating Heroes of Knismoth and Digital drawings (Siberio),https://graphtreon.com/creator/Siberio,https://www.patreon.com/Siberio,0,0,0,0,20,$199 per month,$9.95 per month,289,18-Dec
866,Qiseki,Qiseki is creating Faded Away and Illustrations (qiseki),https://graphtreon.com/creator/qiseki,https://www.patreon.com/qiseki,https://www.instagram.com/qiseki,0,https://twitter.com/Qiseki,https://www.youtube.com/channel/UCHsqXtkU2k1BjUelyHfjh4w,20,$18 per month,$0.88 per month,1169,16-Jul
867,James Perry II,"James Perry II is creating Manga , artwork, and (soon) character design tutorials. (JP2art)",https://graphtreon.com/creator/JP2art,https://www.patreon.com/JP2art,0,0,https://twitter.com/jamesperryii,0,20,$140 per month,$6.98 per month,1821,14-Oct
868,Kusakyuu,Kusakyuu is creating comic & illustration. (kusakyuu),https://graphtreon.com/creator/kusakyuu,https://www.patreon.com/kusakyuu,0,0,https://twitter.com/kusakyuu44,0,20,,,364,18-Oct
869,Tino Valentin,Tino Valentin is creating Illustrations with copic markers (tinovalentin),https://graphtreon.com/creator/tinovalentin,https://www.patreon.com/tinovalentin,0,0,0,https://www.youtube.com/tinovalentin,20,$82 per month,$4.09 per month,1190,16-Jun
870,Mikhail Vokabre,Mikhail Vokabre is creating slice of life paintings in ink and watercolour (vokabre),https://graphtreon.com/creator/vokabre,https://www.patreon.com/vokabre,https://www.instagram.com/vokabre,0,0,https://www.youtube.com/vokabre,20,$180 per month,$8.98 per month,846,17-Jun
871,Art of IDAN,Art of IDAN is creating Artwork & Artwork tutorials (artofidan),https://graphtreon.com/creator/artofidan,https://www.patreon.com/artofidan,0,0,0,https://www.youtube.com/artofidan,20,$251 per month,$12.56 per month,495,18-May
872,Styngvi,Styngvi is creating artwork to inspire a kinder world (styngvi),https://graphtreon.com/creator/styngvi,https://www.patreon.com/styngvi,https://www.instagram.com/styngvi,https://www.facebook.com/styngvi/,0,0,20,$169 per month,$8.46 per month,342,18-Oct
873,Kayla Kinoo,Kayla Kinoo is creating Illustrations (amiepsychique),https://graphtreon.com/creator/amiepsychique,https://www.patreon.com/amiepsychique,https://www.instagram.com/amiepsychique,0,https://twitter.com/amiepsychique,0,20,,,1424,15-Nov
874,Evelyn Clemente,Evelyn Clemente is creating Illustrations (inchells),https://graphtreon.com/creator/inchells,https://www.patreon.com/inchells,0,0,https://twitter.com/inchells,https://www.youtube.com/user/everclemence,20,$167 per month,$8.36 per month,1314,16-Feb
875,Rachel Cohen,Rachel Cohen is creating Paper Dolls (paperthinpersonas),https://graphtreon.com/creator/paperthinpersonas,https://www.patreon.com/paperthinpersonas,https://www.instagram.com/paperthinpersonas,https://www.facebook.com/paperthinpersonas/,https://twitter.com/paperpersonas,0,20,,,1431,15-Nov
876,Simon Forster,Simon Forster is creating RPG maps and lairs (theskyfullofdust),https://graphtreon.com/creator/theskyfullofdust,https://www.patreon.com/theskyfullofdust,0,0,0,0,20,$55 per month,$2.76 per month,2150,13-Nov
877,Wobbly Lines Art NZ,"Wobbly Lines Art NZ is creating Colouring books, colouring pages & whimsical art. (WobblyLinesArtNZ)",https://graphtreon.com/creator/WobblyLinesArtNZ,https://www.patreon.com/WobblyLinesArtNZ,0,0,0,0,20,,,857,17-May
878,Fed Up Fred,"Fed Up Fred is creating cartoons, infographics, articles (fedupfred)",https://graphtreon.com/creator/fedupfred,https://www.patreon.com/fedupfred,0,0,0,0,20,,,742,17-Sep
879,Christie Creative,"Christie Creative is creating spiritual crash courses, illustration projects & paper products (christiecreative)",https://graphtreon.com/creator/christiecreative,https://www.patreon.com/christiecreative,https://www.instagram.com/alex.christie.travel,0,0,0,20,$57 per month,$2.83 per month,672,17-Nov
880,Melynn Rose,Melynn Rose is creating Artwork (melynnart),https://graphtreon.com/creator/melynnart,https://www.patreon.com/melynnart,https://www.instagram.com/melynnroseart,0,https://twitter.com/MelynnRose,0,20,,,576,18-Mar
881,狗仔哥 - NDTwoFives,"狗仔哥 - NDTwoFives is creating Drawing, guns and girls, slice of life (ndtwofives)",https://graphtreon.com/creator/ndtwofives,https://www.patreon.com/ndtwofives,0,0,https://twitter.com/NDTwoFives,0,20,,,559,18-Mar
882,Benjamin Jancewicz,Benjamin Jancewicz is creating Vector Art (benjancewicz),https://graphtreon.com/creator/benjancewicz,https://www.patreon.com/benjancewicz,0,0,https://twitter.com/benjancewicz,https://www.youtube.com/user/TestingGroundZ,20,$143 per month,$7.15 per month,721,17-Oct
883,Sifyro,Sifyro is creating Drawings and random sketches (sifyro),https://graphtreon.com/creator/sifyro,https://www.patreon.com/sifyro,0,https://www.facebook.com/Sifyro/,https://twitter.com/sifyro,0,20,$104 per month,$5.19 per month,1327,16-Feb
